346306.454546,4069696.71315
346306.35329,4069696.81762
346306.27506,4069696.9363
346306.171668,4069697.03785
346306.092013,4069697.15175
346305.995798,4069697.24688
346305.898412,4069697.33483
346305.819655,4069697.44075
346305.719332,4069697.54743
346305.634539,4069697.64052
346305.548015,4069697.73659
346305.446986,4069697.86196
346305.354605,4069697.97165
346305.245878,4069698.08273
346305.1486,4069698.18492
346305.052392,4069698.31353
346304.950077,4069698.40878
346304.856797,4069698.52643
346304.75126,4069698.62451
346304.661537,4069698.74136
346304.559163,4069698.83328
346304.461937,4069698.93843
346304.356619,4069699.04871
346304.255804,4069699.16113
346304.151736,4069699.27472
346304.049022,4069699.37257
346303.941952,4069699.49306
346303.830463,4069699.59125
346303.743437,4069699.71729
346303.631988,4069699.8177
346303.524204,4069699.93987
346303.411182,4069700.04382
346303.316529,4069700.15132
346303.210879,4069700.27622
346303.103761,4069700.37747
346303.020467,4069700.50419
346302.922095,4069700.61176
346302.818016,4069700.7248
346302.714388,4069700.83801
346302.601028,4069700.93975
346302.501572,4069701.05326
346302.388157,4069701.16017
346302.298858,4069701.27572
346302.189621,4069701.37498
346302.085709,4069701.49726
346301.98149,4069701.61899
346301.872161,4069701.72972
346301.771138,4069701.84714
346301.668383,4069701.95923
346301.575483,4069702.07317
346301.46743,4069702.18036
346301.386574,4069702.29372
346301.276809,4069702.39668
346301.174381,4069702.51043
346301.075727,4069702.61893
346300.980577,4069702.74013
346300.871938,4069702.83956
346300.773186,4069702.95084
346300.684043,4069703.07507
346300.578592,4069703.17796
346300.481442,4069703.27904
346300.396373,4069703.40634
346300.288331,4069703.52241
346300.191007,4069703.63033
346300.103147,4069703.7514
346300.012425,4069703.86235
346299.914381,4069703.9799
346299.813239,4069704.09066
346299.720733,4069704.20996
346299.6299,4069704.32295
346299.532324,4069704.42514
346299.438981,4069704.53928
346299.337034,4069704.6384
346299.245795,4069704.76194
346299.145929,4069704.87749
346299.044353,4069704.98068
346298.949536,4069705.1039
346298.849424,4069705.20577
346298.740055,4069705.30595
346298.64955,4069705.42892
346298.548416,4069705.52359
346298.453624,4069705.63165
346298.35347,4069705.73944
346298.252867,4069705.85537
346298.152722,4069705.95539
346298.051695,4069706.0643
346297.951289,4069706.16636
346297.857783,4069706.27144
346297.749049,4069706.37383
346297.653855,4069706.4843
346297.555638,4069706.59224
346297.453675,4069706.69877
346297.347177,4069706.80963
346297.257989,4069706.91481
346297.154981,4069707.01285
346297.053679,4069707.12306
346296.959135,4069707.22002
346296.862058,4069707.32516
346296.757398,4069707.43062
346296.662411,4069707.5361
346296.574045,4069707.62906
346296.473584,4069707.71984
346296.380065,4069707.82417
346296.286621,4069707.91612
346296.195224,4069708.01431
346296.115643,4069708.11581
346296.018256,4069708.19543
346295.935983,4069708.28792
346295.760307,4069708.48289
346295.665826,4069708.55857
346295.577685,4069708.65579
346295.492089,4069708.74555
346295.410133,4069708.83082
346295.307004,4069708.91387
346295.233718,4069709.00952
346295.145938,4069709.11025
346295.05898,4069709.20707
346294.974678,4069709.30255
346294.878704,4069709.39454
346294.806404,4069709.49535
346294.714083,4069709.58357
346294.633055,4069709.68732
346294.535259,4069709.7773
346294.438245,4069709.87764
346294.353874,4069709.97756
346294.261002,4069710.07652
346294.165188,4069710.17738
346294.071066,4069710.27304
346293.976086,4069710.37888
346293.88678,4069710.48574
346293.784614,4069710.58098
346293.692039,4069710.67161
346293.596977,4069710.78116
346293.50586,4069710.87843
346293.413082,4069710.98257
346293.308331,4069711.07471
346293.214419,4069711.18202
346293.11789,4069711.27624
346293.021048,4069711.37786
346292.920398,4069711.48288
346292.827003,4069711.5776
346292.722791,4069711.67492
346292.624717,4069711.78248
346292.52607,4069711.88303
346292.43257,4069711.98015
346292.322791,4069712.08238
346292.227635,4069712.18675
346292.116103,4069712.27421
346292.017856,4069712.38048
346291.913659,4069712.48686
346291.801754,4069712.58672
346291.704644,4069712.69001
346291.592765,4069712.78303
346291.496621,4069712.89038
346291.382097,4069712.98529
346291.282112,4069713.09418
346291.175444,4069713.19561
346291.080439,4069713.3083
346290.972991,4069713.41603
346290.877163,4069713.53262
346290.765948,4069713.62951
346290.666724,4069713.73932
346290.563849,4069713.85307
346290.468619,4069713.96983
346290.367946,4069714.07356
346290.27235,4069714.16998
346290.182016,4069714.28592
346290.091279,4069714.37115
346289.988553,4069714.4849
346289.895571,4069714.59423
346289.793476,4069714.70168
346289.704557,4069714.81352
346289.606448,4069714.91091
346289.514208,4069715.03668
346289.416506,4069715.13185
346289.315616,4069715.22356
346289.230473,4069715.33847
346289.129177,4069715.44073
346289.040079,4069715.55091
346288.938902,4069715.64318
346288.844257,4069715.75937
346288.749549,4069715.83895
346288.654186,4069715.95664
346288.559629,4069716.06118
346288.462219,4069716.16429
346288.380818,4069716.27211
