346353.974849,4069643.46071
346353.939184,4069643.42391
346353.90357,4069643.38733
346353.868262,4069643.35108
346353.833392,4069643.31522
346353.798903,4069643.27984
346353.764994,4069643.24515
346353.731621,4069643.21109
346353.699025,4069643.17769
346353.6672,4069643.14492
346353.636106,4069643.11268
346353.605716,4069643.08104
346353.576049,4069643.04998
346353.546919,4069643.01951
346353.518074,4069642.98951
346353.489563,4069642.95978
346353.461353,4069642.93018
346353.433126,4069642.90053
346353.404902,4069642.87065
346353.376385,4069642.84032
346353.347372,4069642.80922
346353.317581,4069642.77725
346353.286712,4069642.74426
346353.254614,4069642.71016
346353.221407,4069642.6749
346353.18708,4069642.63862
346353.151641,4069642.60139
346353.115042,4069642.56307
346353.077035,4069642.52381
346353.037788,4069642.48362
346352.997361,4069642.44233
346352.955722,4069642.39989
346352.912839,4069642.35616
346352.86856,4069642.31118
346352.822915,4069642.26487
346352.776008,4069642.21731
346352.727854,4069642.16849
346352.678295,4069642.11809
346352.627524,4069642.06611
346352.575473,4069642.01267
346352.522105,4069641.95759
346352.467459,4069641.90107
346352.41149,4069641.84296
346352.354165,4069641.78328
346352.295395,4069641.72194
346352.23507,4069641.659
346352.172987,4069641.59421
346352.109052,4069641.52773
346352.043318,4069641.45947
346351.975673,4069641.38932
346351.906101,4069641.31729
346351.834787,4069641.24349
346351.761693,4069641.1678
346351.686976,4069641.09016
346351.610462,4069641.01074
346351.532128,4069640.92938
346351.451769,4069640.84615
346351.369513,4069640.76096
346351.285076,4069640.67372
346351.198414,4069640.58439
346351.109346,4069640.49288
346351.018073,4069640.39921
346350.924405,4069640.30337
346350.828379,4069640.20535
346350.730025,4069640.1051
346350.629259,4069640.00264
346350.526291,4069639.89789
346350.421065,4069639.79094
346350.313634,4069639.68187
346350.204065,4069639.57071
346350.092482,4069639.45736
346349.978803,4069639.34219
346349.862997,4069639.22534
346349.745081,4069639.10686
346349.625122,4069638.98688
346349.503249,4069638.86558
346349.379499,4069638.74304
346349.253989,4069638.61916
346349.126646,4069638.49394
346348.997798,4069638.36743
346348.867593,4069638.23957
346348.736039,4069638.11027
346348.603265,4069637.97968
346348.469271,4069637.84776
346348.334129,4069637.7146
346348.1978,4069637.58033
346348.060417,4069637.44511
346347.922145,4069637.30893
346347.783052,4069637.17186
346347.643132,4069637.03399
346347.50254,4069636.89538
346347.361306,4069636.75603
346347.219331,4069636.61594
346347.076741,4069636.47518
346346.933574,4069636.33373
346346.789896,4069636.19159
346346.645681,4069636.04898
346346.501188,4069635.90596
346346.356427,4069635.76239
346346.211328,4069635.61852
346346.065974,4069635.47434
346345.920365,4069635.32992
346345.774648,4069635.18519
346345.628982,4069635.04019
346345.483381,4069634.89503
346345.337818,4069634.74962
346345.192315,4069634.60407
346345.047119,4069634.45834
346344.902114,4069634.31256
346344.757206,4069634.1667
346344.612586,4069634.02094
346344.468239,4069633.87527
346344.324191,4069633.72974
346344.18034,4069633.58434
346344.036828,4069633.43917
346343.893641,4069633.2943
346343.750636,4069633.14981
346343.607789,4069633.00567
346343.465264,4069632.86192
346343.322894,4069632.71856
346343.180748,4069632.57561
346343.038667,4069632.43307
346342.896904,4069632.29092
346342.755462,4069632.14923
346342.61433,4069632.00797
346342.473433,4069631.86708
346342.332777,4069631.72664
