302487.546869,4123760.0901
302487.619991,4123760.22468
302487.693104,4123760.35926
302487.766225,4123760.49387
302487.839372,4123760.62853
302487.912565,4123760.76331
302487.985808,4123760.8983
302488.059127,4123761.03346
302488.132539,4123761.16884
302488.206049,4123761.30445
302488.279646,4123761.44022
302488.353366,4123761.57625
302488.427239,4123761.71253
302488.501281,4123761.84907
302488.575476,4123761.98583
302488.649883,4123762.12277
302488.724446,4123762.25987
302488.799135,4123762.39707
302488.873951,4123762.53434
302488.948923,4123762.67173
302489.023958,4123762.80915
302489.099093,4123762.94657
302489.174291,4123763.08397
302489.249514,4123763.22133
302489.324772,4123763.35855
302489.40003,4123763.49566
302489.475322,4123763.63262
302489.550646,4123763.76944
302489.625996,4123763.90605
302489.701288,4123764.04254
302489.776605,4123764.17887
302489.851869,4123764.31504
302489.927131,4123764.45104
302490.002421,4123764.58684
302490.077686,4123764.72245
302490.152954,4123764.85788
302490.228204,4123764.99314
302490.303427,4123765.12813
302490.378644,4123765.26291
302490.453865,4123765.39747
302490.529026,4123765.53183
302490.60418,4123765.66602
302490.679354,4123765.80012
302490.754551,4123765.93412
302490.829828,4123766.06809
302490.905197,4123766.20208
302490.980611,4123766.33606
302491.056179,4123766.47018
302491.131909,4123766.60437
302491.207769,4123766.73872
302491.283748,4123766.87321
302491.35984,4123767.00785
302491.436076,4123767.14264
302491.512418,4123767.27759
302491.588866,4123767.41266
302491.665356,4123767.54785
302491.741877,4123767.68321
302491.818449,4123767.8187
302491.895089,4123767.95426
302491.97181,4123768.08999
302492.048581,4123768.22571
302492.125428,4123768.3615
302492.202336,4123768.49739
302492.279193,4123768.63328
302492.356037,4123768.76917
302492.432835,4123768.90504
302492.509572,4123769.04088
302492.586204,4123769.17668
302492.662756,4123769.31243
302492.739173,4123769.44812
302492.815469,4123769.5838
302492.891607,4123769.71953
302492.967547,4123769.85532
302493.043239,4123769.99114
302493.118747,4123770.12704
302493.194074,4123770.26287
302493.269304,4123770.3987
302493.344415,4123770.53457
302493.419541,4123770.67046
302493.49467,4123770.8065
302493.569795,4123770.94271
