302603.870727,4124107.30062
302603.872158,4124107.43684
302603.873632,4124107.57308
302603.875052,4124107.70923
302603.876594,4124107.84539
302603.878152,4124107.98129
302603.879824,4124108.11705
302603.881581,4124108.25263
302603.883355,4124108.3883
302603.885121,4124108.52386
302603.886852,4124108.65939
302603.888616,4124108.79501
302603.89049,4124108.93077
302603.892422,4124109.06657
302603.894396,4124109.20259
302603.896359,4124109.33871
302603.898364,4124109.47503
302603.900442,4124109.6116
302603.902509,4124109.74837
302603.904514,4124109.88545
302603.906567,4124110.02278
302603.908538,4124110.16045
302603.910345,4124110.29841
302603.912044,4124110.4368
302603.913821,4124110.57564
302603.915589,4124110.7147
302603.917344,4124110.85394
302603.919053,4124110.99328
302603.920814,4124111.13272
302603.922701,4124111.27223
302603.924638,4124111.41169
302603.926642,4124111.55095
302603.928698,4124111.69012
302603.930831,4124111.82911
302603.932903,4124111.96795
302603.935076,4124112.10666
302603.93728,4124112.2452
302603.93946,4124112.38359
302603.941655,4124112.5218
302603.943796,4124112.65982
302603.945903,4124112.7976
302603.947896,4124112.93507
302603.9499,4124113.07239
302603.951946,4124113.20955
302603.95399,4124113.34641
302603.955956,4124113.48321
302603.957928,4124113.61988
302603.959776,4124113.7565
302603.961572,4124113.89318
